item_id,order_id,product_name,category,quantity,unit_price
93,30,Yoga Mat,Sports,4,203.03
94,30,USB Cable,Electronics,3,1765.6
95,30,LEGO Set,Toys,1,1746.08
96,31,Notebook,Office,4,155.55
97,31,Multivitamin,Health,3,1102.86
98,32,Sunscreen,Beauty,2,348.74
99,32,LEGO Set,Toys,1,483.07
100,33,Board Game,Toys,2,705.53
101,33,Honey,Food,1,1118.9
102,33,Yoga Mat,Sports,4,1028.56
103,34,Blender,Home & Kitchen,2,1001.33
104,34,Pen Set,Office,2,522.51
105,35,Action Figure,Toys,1,269.43
106,35,LEGO Set,Toys,3,729.2
107,35,Lipstick,Beauty,1,1550.88
108,36,Sunscreen,Beauty,4,1265.21
109,36,Protein Bar,Food,2,439.39
110,37,Plant Pot,Home & Kitchen,1,269.12
111,37,Phone Case,Electronics,2,1744.07
112,37,Yoga Mat,Sports,3,1402.9
113,38,Jump Rope,Sports,4,94.36
114,39,Omega-3,Health,2,1115.53
115,39,Dumbbells,Sports,4,1264.93
116,40,Power Bank,Electronics,1,548.14
117,40,USB Cable,Electronics,2,1588.92
118,41,Yoga Mat,Sports,4,1326.78
119,41,Wireless Earbuds,Electronics,4,1337.73
120,41,Face Cream,Beauty,1,620.37
121,41,Board Game,Toys,4,1041.65
122,41,Sneakers,Clothing,4,1740.21
123,42,Jeans,Clothing,2,1026.27
124,42,Honey,Food,1,127.52
125,42,Whey Protein,Health,3,1005.37
126,42,Coffee Mug,Home & Kitchen,3,1384.41
127,42,Hair Oil,Beauty,3,510.6
128,43,Yoga Mat,Sports,3,1763.42
129,43,Smart Watch,Electronics,3,489.89
130,43,Perfume,Beauty,2,221.2
131,43,Stuffed Animal,Toys,2,863.8
132,43,Pen Set,Office,4,1942.55
133,44,Perfume,Beauty,2,453.18
134,44,Candle,Home & Kitchen,2,1732.05
135,44,Tennis Ball,Sports,2,888.63
136,44,Plant Pot,Home & Kitchen,2,669.12
137,44,Thermometer,Health,1,409.06
138,45,USB Cable,Electronics,4,1924.33
139,45,Jump Rope,Sports,3,346.32
140,46,Jeans,Clothing,2,101.09
141,46,Stapler,Office,3,1230.93
142,47,AI Primer,Books,2,500.28
143,47,USB Cable,Electronics,1,1391.88
144,47,Green Tea,Food,4,1438.44
145,47,Shampoo,Beauty,4,1008.32
146,47,Knife Set,Home & Kitchen,2,491.23
147,48,USB Cable,Electronics,4,483.98
148,48,ML Guide,Books,1,395.3
149,48,Honey,Food,4,1391.33
150,48,Green Tea,Food,4,839.49
151,49,Sticky Notes,Office,4,1454.39
152,50,Sticky Notes,Office,1,1065.27
153,50,Oats,Food,1,1761.67
154,50,AI Primer,Books,4,1968.47
155,50,Smart Watch,Electronics,4,1056.45
156,51,Data Science 101,Books,4,826.18
157,52,Jump Rope,Sports,2,873.8
158,52,Notebook,Office,2,953.98
159,52,Protein Bar,Food,1,400.55
160,53,Omega-3,Health,4,856.44
161,53,Protein Bar,Food,2,934.68
162,53,SQL Mastery,Books,1,537.66
163,53,Plant Pot,Home & Kitchen,1,227.82
164,53,Dark Chocolate,Food,3,216.35
165,54,Thermometer,Health,2,788.42
166,54,Puzzle,Toys,2,1828.89
167,54,Sticky Notes,Office,2,366.14
168,54,Knife Set,Home & Kitchen,1,868.18
169,55,Almonds,Food,2,279.23
170,55,Knife Set,Home & Kitchen,1,1263.99
171,55,Yoga Mat,Sports,4,1020.37
172,56,Multivitamin,Health,4,513.86
173,56,Sticky Notes,Office,4,934.79
174,56,Protein Bar,Food,1,527.19
175,56,Whey Protein,Health,2,145.39
176,57,Bluetooth Speaker,Electronics,3,121.61
177,57,Bluetooth Speaker,Electronics,3,695.67
178,58,Wireless Earbuds,Electronics,4,1987.78
179,59,Dumbbells,Sports,2,1934.27
180,59,Desk Lamp,Office,1,231.6
181,60,Lipstick,Beauty,4,1649.52
182,60,Stuffed Animal,Toys,1,621.02
183,60,Coffee Mug,Home & Kitchen,3,691.96
184,61,Omega-3,Health,2,1243.5
185,61,Scarf,Clothing,1,993.14
186,61,Sticky Notes,Office,3,882.75
187,61,Lipstick,Beauty,3,1857.86
188,62,Mouse Pad,Office,4,1010.38
189,62,Candle,Home & Kitchen,2,1431.74
190,62,Python Handbook,Books,1,96.77
191,62,Socks,Clothing,2,1609.15
192,62,LEGO Set,Toys,1,700.89
193,63,Python Handbook,Books,2,1395.53
194,63,Yoga Mat,Sports,3,635.55
195,63,Whey Protein,Health,1,271.98
196,63,Lipstick,Beauty,4,1462.57
197,63,Notebook,Office,2,428.33
198,64,Oats,Food,1,1309.02
199,64,Green Tea,Food,4,1789.51
200,64,Whey Protein,Health,4,1578.78
201,65,Smart Watch,Electronics,3,1151.64
202,65,Sunscreen,Beauty,1,456.11
203,65,Lipstick,Beauty,1,1940.75
204,65,Yoga Mat,Sports,3,1968.06
205,66,Candle,Home & Kitchen,4,415.39
206,66,Sneakers,Clothing,3,1434.19
207,66,Jump Rope,Sports,1,1019.26
208,66,Data Science 101,Books,4,1667.44
209,66,Water Bottle,Sports,3,391.27
210,67,Phone Case,Electronics,1,915.36
211,67,Power Bank,Electronics,2,420.91
212,67,Dark Chocolate,Food,3,1562.29
213,68,Scarf,Clothing,2,450.11
214,68,Power Bank,Electronics,4,1441.67
215,69,T-Shirt,Clothing,3,1868.06
216,69,Notebook,Office,3,960.41
217,69,Wireless Earbuds,Electronics,3,93.84
218,69,Tennis Ball,Sports,2,675.72
219,69,Data Science 101,Books,3,1087.94
220,70,Sneakers,Clothing,2,357.12
221,70,T-Shirt,Clothing,1,452.83
222,70,Sunscreen,Beauty,3,578.55
223,70,Dumbbells,Sports,2,383.99
224,71,Desk Lamp,Office,4,148.92
225,71,Power Bank,Electronics,1,256.56
226,71,Wireless Earbuds,Electronics,4,814.24
227,72,Sticky Notes,Office,4,1251.81
228,72,Resistance Band,Sports,2,1440.15
229,72,Multivitamin,Health,4,1157.19
230,72,Socks,Clothing,4,239.66
231,72,Tennis Ball,Sports,4,967.56
232,73,Candle,Home & Kitchen,3,1830.08
233,73,Board Game,Toys,3,1588.12
234,74,Oats,Food,1,177.46
235,74,Sneakers,Clothing,4,949.42
236,74,Towel Set,Home & Kitchen,3,1228.66
237,75,Multivitamin,Health,4,1644.23
238,75,Sneakers,Clothing,1,1595.24
239,76,Oats,Food,4,515.22
240,76,AI Primer,Books,2,1949.09
241,76,Puzzle,Toys,3,456.06
242,76,Mouse Pad,Office,4,1156.06
243,76,Sunscreen,Beauty,2,387.52
244,77,Mouse Pad,Office,1,1204.72
245,78,Sunscreen,Beauty,1,1652.94
246,78,Towel Set,Home & Kitchen,4,185.73
247,78,Socks,Clothing,4,688.45
248,78,Wireless Earbuds,Electronics,2,1643.22
249,79,Phone Case,Electronics,2,933.3
250,79,Jump Rope,Sports,4,431.55
251,79,Lipstick,Beauty,3,1841.08
252,79,RC Car,Toys,3,1981.06
253,79,Notebook,Office,4,1702.89
254,80,USB Cable,Electronics,1,51.64
255,80,Whey Protein,Health,1,1729.43
256,80,Phone Case,Electronics,4,1419.33
257,81,Hair Oil,Beauty,4,841.76
258,81,Stuffed Animal,Toys,2,1341.85
259,81,Green Tea,Food,2,1133.07
260,81,Perfume,Beauty,2,612.52
261,82,Coffee Mug,Home & Kitchen,1,1314.36
262,82,Plant Pot,Home & Kitchen,4,1332.96
263,83,Jeans,Clothing,4,1727.3
264,83,Mouse Pad,Office,2,936.07
265,84,Bandages,Health,4,742.85
266,84,Blender,Home & Kitchen,1,1176.98
267,84,Stats Book,Books,3,851.13
268,84,Thermometer,Health,3,115.25
269,85,Mouse Pad,Office,3,270.67
270,86,Jeans,Clothing,3,956.63
271,86,Scarf,Clothing,1,528.2
272,86,Socks,Clothing,3,1245.43
273,86,Sunscreen,Beauty,1,964.29
274,87,Honey,Food,3,870.98
275,87,Resistance Band,Sports,2,118.89
276,87,Sticky Notes,Office,3,1467.59
277,87,Desk Lamp,Office,1,1277.14
278,87,Pen Set,Office,1,1329.82
279,88,Notebook,Office,3,995.28
280,88,Candle,Home & Kitchen,1,1710.32
281,88,Resistance Band,Sports,2,1250.81
282,89,Yoga Mat,Sports,1,1227.45
283,89,Sticky Notes,Office,2,1335.35
284,89,Shampoo,Beauty,3,1575.93
285,90,Green Tea,Food,1,718.55
286,90,Jeans,Clothing,2,1683.35
287,91,Board Game,Toys,4,1465.7
288,91,Knife Set,Home & Kitchen,3,155.94
289,91,Yoga Mat,Sports,1,376.82
290,91,LEGO Set,Toys,3,978.72
291,92,SQL Mastery,Books,4,975.45
292,92,Candle,Home & Kitchen,4,73.13
293,92,Oats,Food,3,1925.44
294,92,Wireless Earbuds,Electronics,3,1914.56
295,92,Stuffed Animal,Toys,3,703.19
296,93,Sneakers,Clothing,4,949.16
297,93,Stats Book,Books,2,1063.91
298,93,Towel Set,Home & Kitchen,1,1361.96
299,94,Power Bank,Electronics,1,1074.27
300,95,Shampoo,Beauty,3,541.2
301,95,Wireless Earbuds,Electronics,1,160.92
302,95,Sticky Notes,Office,2,1903.45
303,95,Socks,Clothing,1,218.45
304,96,Blender,Home & Kitchen,2,1797.2
305,96,Towel Set,Home & Kitchen,3,960.56
306,96,Socks,Clothing,4,1849.26
307,96,Jump Rope,Sports,3,551.81
308,96,Sneakers,Clothing,1,796.46
309,97,USB Cable,Electronics,3,396.96
310,97,Jacket,Clothing,2,1240.09
311,97,Plant Pot,Home & Kitchen,4,261.44
312,98,Board Game,Toys,1,1829.59
313,98,Yoga Mat,Sports,1,192.19
314,98,Sticky Notes,Office,3,1565.61
315,98,Power Bank,Electronics,2,1323.09
316,98,Wireless Earbuds,Electronics,4,569.55
317,99,Stuffed Animal,Toys,1,1055.0
318,99,Oats,Food,4,837.63
319,99,Scarf,Clothing,2,56.45
320,100,Scarf,Clothing,3,700.21
321,100,Jump Rope,Sports,1,1282.93
322,100,Sneakers,Clothing,3,206.89
323,100,Almonds,Food,2,394.41
324,101,RC Car,Toys,2,632.8
325,102,Socks,Clothing,3,998.68
326,102,Dark Chocolate,Food,2,322.89
327,102,Python Handbook,Books,2,1004.0
328,102,Scarf,Clothing,3,1024.38
329,103,Wireless Earbuds,Electronics,3,159.31
330,103,Power Bank,Electronics,1,462.77
331,103,Bandages,Health,2,1495.05
332,103,Python Handbook,Books,1,1484.15
333,104,Power Bank,Electronics,1,523.23
334,104,Coffee Mug,Home & Kitchen,2,1283.69
335,104,Yoga Mat,Sports,4,1241.89
336,104,Notebook,Office,1,272.65
337,105,Pen Set,Office,1,1618.68
338,105,Action Figure,Toys,4,682.26
339,105,Stapler,Office,2,677.1
340,105,Python Handbook,Books,2,704.23
341,105,Sneakers,Clothing,2,1527.22
342,106,Sunscreen,Beauty,2,905.39
343,106,Notebook,Office,2,244.94
344,107,Board Game,Toys,1,1765.27
345,107,T-Shirt,Clothing,1,399.86
346,107,Socks,Clothing,3,861.63
347,107,Dark Chocolate,Food,2,452.01
348,107,Dumbbells,Sports,4,853.46
349,108,Sticky Notes,Office,1,1212.73
350,108,Honey,Food,1,1273.02
351,109,Perfume,Beauty,1,1137.54
352,109,Python Handbook,Books,1,1256.9
353,109,Thermometer,Health,2,955.22
354,110,Yoga Mat,Sports,2,269.72
355,110,Plant Pot,Home & Kitchen,4,1020.15
356,111,Wireless Earbuds,Electronics,3,605.88
357,111,Action Figure,Toys,3,1252.8
358,112,Wireless Earbuds,Electronics,1,1853.48
359,112,Knife Set,Home & Kitchen,1,995.87
360,112,T-Shirt,Clothing,2,1456.74
361,112,Stapler,Office,3,867.18
362,113,Python Handbook,Books,3,494.18
363,113,Stats Book,Books,4,1746.28
364,113,Board Game,Toys,1,968.43
365,114,Power Bank,Electronics,2,471.52
366,114,Mouse Pad,Office,2,805.29
367,114,Blender,Home & Kitchen,2,1282.44
368,114,Water Bottle,Sports,3,298.06
369,115,USB Cable,Electronics,2,266.66
370,115,Oats,Food,4,383.84
371,115,Shampoo,Beauty,3,1227.09
372,115,Pen Set,Office,2,218.62
373,115,Bandages,Health,2,1203.58
374,116,Yoga Mat,Sports,4,1485.55
375,116,ML Guide,Books,3,896.79
376,116,AI Primer,Books,2,1831.82
377,116,Power Bank,Electronics,1,128.11
378,117,Multivitamin,Health,4,1085.69
379,117,Dark Chocolate,Food,1,932.26
380,117,Python Handbook,Books,1,1401.66
381,117,Board Game,Toys,2,748.89
382,118,T-Shirt,Clothing,4,1354.62
383,118,Plant Pot,Home & Kitchen,4,1722.95
384,119,Power Bank,Electronics,4,1555.08
385,119,Board Game,Toys,3,1272.28
386,119,Bluetooth Speaker,Electronics,1,800.51
387,119,Sunscreen,Beauty,1,628.35
388,119,Tennis Ball,Sports,2,1586.0
389,120,Desk Lamp,Office,1,1053.74
390,121,Wireless Earbuds,Electronics,4,762.9
391,121,Notebook,Office,3,764.54
392,121,Sanitizer,Health,1,1143.48
393,122,Towel Set,Home & Kitchen,2,1102.29
394,122,Dark Chocolate,Food,2,1518.69
395,123,Lipstick,Beauty,3,1031.95
396,123,Action Figure,Toys,1,173.57
397,124,Oats,Food,1,966.82
398,124,Sanitizer,Health,3,931.36
399,124,Hair Oil,Beauty,1,417.29
400,125,T-Shirt,Clothing,4,1800.99
401,125,Yoga Mat,Sports,1,371.29
402,125,Socks,Clothing,2,1017.84
403,125,AI Primer,Books,1,621.68
404,126,Blender,Home & Kitchen,3,869.25
405,126,USB Cable,Electronics,2,172.75
406,126,AI Primer,Books,3,852.8
407,126,Hair Oil,Beauty,3,997.99
408,126,Thermometer,Health,4,943.11
409,127,Towel Set,Home & Kitchen,2,1589.07
410,127,SQL Mastery,Books,3,1942.91
411,127,Phone Case,Electronics,3,604.54
412,127,Candle,Home & Kitchen,2,1438.03
413,127,Water Bottle,Sports,2,1686.7
414,128,Knife Set,Home & Kitchen,1,130.25
415,128,Sunscreen,Beauty,2,909.73
416,129,Knife Set,Home & Kitchen,1,1347.83
417,129,Shampoo,Beauty,3,924.44
418,129,Candle,Home & Kitchen,3,286.91
419,130,LEGO Set,Toys,2,1898.19
420,131,Coffee Mug,Home & Kitchen,3,1312.13
421,131,Jump Rope,Sports,3,1940.73
422,131,Sticky Notes,Office,2,1609.17
423,132,Hair Oil,Beauty,1,1476.7
424,132,Phone Case,Electronics,1,650.76
425,132,Stuffed Animal,Toys,2,919.65
426,132,Sneakers,Clothing,1,1235.89
427,133,Stapler,Office,2,1573.5
428,133,Water Bottle,Sports,1,213.0
429,134,Scarf,Clothing,4,429.18
430,134,Sunscreen,Beauty,1,1821.47
431,134,Perfume,Beauty,2,1446.13
432,134,Action Figure,Toys,4,777.02
433,135,Lipstick,Beauty,3,1956.17
434,135,Multivitamin,Health,2,1469.31
435,135,Dark Chocolate,Food,4,1617.19
436,136,Plant Pot,Home & Kitchen,4,1470.78
437,136,Board Game,Toys,1,330.1
438,136,Jump Rope,Sports,3,178.93
439,137,Puzzle,Toys,1,848.45
440,137,Jump Rope,Sports,2,1133.84
441,137,Pen Set,Office,2,412.71
442,137,Action Figure,Toys,4,132.35
443,137,Dumbbells,Sports,3,1013.5
444,138,Python Handbook,Books,1,350.35
445,138,Tennis Ball,Sports,4,292.15
446,138,Jump Rope,Sports,2,1009.18
447,138,Python Handbook,Books,1,1541.2
448,139,Scarf,Clothing,3,1183.08
449,139,Mouse Pad,Office,3,1274.59
450,139,Dark Chocolate,Food,1,777.74
451,139,Notebook,Office,3,367.55
452,140,Towel Set,Home & Kitchen,4,1762.72
453,141,Shampoo,Beauty,1,581.71
454,141,RC Car,Toys,3,144.99
455,142,Sanitizer,Health,1,1052.04
456,142,Coffee Mug,Home & Kitchen,2,1110.24
457,142,Hair Oil,Beauty,3,579.34
458,143,Scarf,Clothing,3,1655.46
459,143,Phone Case,Electronics,3,777.38
460,143,Oats,Food,3,1845.77
461,144,Jeans,Clothing,2,1031.6
462,144,AI Primer,Books,1,863.83
463,145,Jeans,Clothing,1,985.06
464,146,Shampoo,Beauty,4,1784.97
465,146,Stapler,Office,3,385.8
466,146,Yoga Mat,Sports,1,483.6
467,147,Data Science 101,Books,2,459.19
468,147,Jacket,Clothing,1,201.58
469,148,Puzzle,Toys,2,260.24
470,148,Thermometer,Health,1,964.71
471,148,Yoga Mat,Sports,1,638.21
472,148,Wireless Earbuds,Electronics,1,1844.19
473,149,Pen Set,Office,2,1357.67
474,149,Wireless Earbuds,Electronics,2,1699.43
475,150,Desk Lamp,Office,3,363.09
476,150,Sanitizer,Health,2,1034.57
477,150,T-Shirt,Clothing,1,1081.24
478,151,Water Bottle,Sports,1,1948.48
479,151,Jeans,Clothing,4,764.6
480,152,Blender,Home & Kitchen,1,402.65
481,152,Perfume,Beauty,4,467.83
482,152,SQL Mastery,Books,1,1534.75
483,152,Face Cream,Beauty,4,265.12
484,152,Blender,Home & Kitchen,3,1424.23
485,153,Wireless Earbuds,Electronics,3,1012.74
486,153,Action Figure,Toys,4,1220.76
487,153,Tennis Ball,Sports,4,490.45
488,153,Action Figure,Toys,4,418.13
489,153,Jacket,Clothing,3,399.63
490,154,Jacket,Clothing,4,1069.19
491,154,T-Shirt,Clothing,2,819.88
492,154,Notebook,Office,2,176.19
493,154,Data Science 101,Books,2,1210.17
494,155,Jeans,Clothing,4,1464.14
495,155,Tennis Ball,Sports,3,1524.79
496,155,Action Figure,Toys,4,1350.02
497,155,LEGO Set,Toys,3,337.38
498,156,T-Shirt,Clothing,3,1004.22
499,156,Stats Book,Books,2,107.96
500,156,Wireless Earbuds,Electronics,4,1372.31
501,156,Blender,Home & Kitchen,3,347.84
502,157,Notebook,Office,1,1339.11
503,157,Bandages,Health,4,443.77
504,157,Oats,Food,3,1107.75
505,157,Thermometer,Health,1,1907.53
506,157,Power Bank,Electronics,1,798.08
507,158,LEGO Set,Toys,4,120.16
508,158,Candle,Home & Kitchen,3,1775.17
509,158,Blender,Home & Kitchen,4,312.25
510,159,Protein Bar,Food,4,1337.15
511,159,Thermometer,Health,4,978.03
512,159,Candle,Home & Kitchen,1,813.2
513,159,Honey,Food,4,1253.03
514,160,Resistance Band,Sports,1,104.89
515,160,Phone Case,Electronics,3,730.31
516,160,Notebook,Office,3,792.12
517,161,Lipstick,Beauty,4,734.98
518,161,ML Guide,Books,2,1313.76
519,161,Notebook,Office,1,1744.43
520,161,Sneakers,Clothing,2,88.44
521,162,Power Bank,Electronics,4,1157.7
522,162,Action Figure,Toys,1,1407.12
523,162,Notebook,Office,3,786.59
524,163,Sunscreen,Beauty,1,1626.24
525,163,Socks,Clothing,2,705.14
526,163,Sanitizer,Health,3,374.92
527,163,Resistance Band,Sports,4,443.43
528,164,Omega-3,Health,3,567.05
529,165,Mouse Pad,Office,2,1267.92
530,165,Socks,Clothing,1,1204.14
531,165,Yoga Mat,Sports,4,882.86
532,166,Socks,Clothing,3,1034.05
533,166,Jump Rope,Sports,3,440.15
534,166,Action Figure,Toys,4,1359.54
535,167,Coffee Mug,Home & Kitchen,2,1174.84
536,167,Stats Book,Books,4,572.48
537,167,Thermometer,Health,4,1872.54
538,167,Smart Watch,Electronics,2,760.34
539,167,Knife Set,Home & Kitchen,2,1505.55
540,168,LEGO Set,Toys,3,1727.36
541,168,Socks,Clothing,2,1699.64
542,168,Resistance Band,Sports,2,550.07
543,169,SQL Mastery,Books,2,271.44
544,169,Python Handbook,Books,2,1604.24
545,169,Jump Rope,Sports,4,1141.66
546,169,LEGO Set,Toys,1,443.88
547,169,Water Bottle,Sports,1,553.87
548,170,Omega-3,Health,1,1929.38
549,170,Protein Bar,Food,1,1726.19
550,170,Sneakers,Clothing,3,1740.98
551,171,Hair Oil,Beauty,1,823.95
552,171,Knife Set,Home & Kitchen,1,1163.4
553,171,Multivitamin,Health,3,1018.08
554,171,Jeans,Clothing,1,1557.72
555,172,Sunscreen,Beauty,4,1621.39
556,172,SQL Mastery,Books,2,331.34
557,172,Knife Set,Home & Kitchen,3,906.98
558,173,Notebook,Office,4,1090.27
559,173,Sneakers,Clothing,4,975.97
560,173,Data Science 101,Books,2,757.85
561,174,Yoga Mat,Sports,1,1690.87
562,174,Bluetooth Speaker,Electronics,2,543.32
563,174,Action Figure,Toys,3,1811.16
564,175,Omega-3,Health,4,807.52
565,176,Resistance Band,Sports,1,1875.83
566,176,Data Science 101,Books,2,1725.86
567,176,Blender,Home & Kitchen,3,1764.96
568,176,Puzzle,Toys,3,1739.57
569,177,Dark Chocolate,Food,4,1856.67
570,177,Hair Oil,Beauty,4,1759.68
571,177,Jeans,Clothing,3,1037.35
572,177,Perfume,Beauty,3,933.86
573,178,Bluetooth Speaker,Electronics,2,1278.8
574,179,Power Bank,Electronics,2,1275.18
575,179,Sunscreen,Beauty,1,266.11
576,180,Sanitizer,Health,2,1701.57
577,180,Action Figure,Toys,4,982.81
578,181,Water Bottle,Sports,3,1609.08
579,181,Python Handbook,Books,4,766.82
580,182,Stuffed Animal,Toys,2,90.43
581,182,Smart Watch,Electronics,2,1818.35
582,182,Green Tea,Food,3,1417.46
583,182,Coffee Mug,Home & Kitchen,4,1255.11
584,183,Water Bottle,Sports,1,1918.16
585,183,Candle,Home & Kitchen,1,77.52
586,183,Bandages,Health,4,1663.15
587,183,Protein Bar,Food,2,1441.45
588,183,Data Science 101,Books,3,1505.56
589,184,Blender,Home & Kitchen,2,1220.16
590,184,Tennis Ball,Sports,2,865.75
591,184,Board Game,Toys,1,615.88
592,184,Water Bottle,Sports,4,1819.29
593,185,Sticky Notes,Office,4,217.19
594,185,Green Tea,Food,3,1950.08
595,185,RC Car,Toys,2,1441.01
596,186,Desk Lamp,Office,1,235.79
597,186,Wireless Earbuds,Electronics,3,1865.58
598,186,Almonds,Food,1,60.45
599,186,Thermometer,Health,4,639.89
600,187,Shampoo,Beauty,1,1181.95
601,187,Water Bottle,Sports,4,1864.14
602,187,Green Tea,Food,1,668.77
603,187,Bandages,Health,2,557.79
604,188,Phone Case,Electronics,4,1749.78
605,188,Tennis Ball,Sports,3,1856.16
606,188,Resistance Band,Sports,3,1058.1
607,189,Towel Set,Home & Kitchen,4,1539.17
608,189,Candle,Home & Kitchen,4,153.78
609,189,Coffee Mug,Home & Kitchen,2,407.13
610,189,Almonds,Food,2,1426.63
611,190,Jacket,Clothing,1,910.96
612,190,Bandages,Health,4,1011.33
613,190,Coffee Mug,Home & Kitchen,3,232.48
614,190,Water Bottle,Sports,2,1512.38
615,191,Sticky Notes,Office,2,1187.92
616,191,Smart Watch,Electronics,2,862.02
617,191,Jeans,Clothing,4,1369.97
618,192,USB Cable,Electronics,1,818.63
619,192,Notebook,Office,3,349.86
620,192,Jacket,Clothing,4,935.41
621,193,Sticky Notes,Office,1,692.38
622,193,Bluetooth Speaker,Electronics,4,683.59
623,193,Pen Set,Office,2,1733.39
624,194,Face Cream,Beauty,1,1116.95
625,194,Mouse Pad,Office,1,827.77
626,194,Knife Set,Home & Kitchen,4,223.92
627,195,Blender,Home & Kitchen,4,605.62
628,195,Coffee Mug,Home & Kitchen,3,1007.15
629,196,Tennis Ball,Sports,2,750.14
630,196,Sneakers,Clothing,2,1004.76
631,196,LEGO Set,Toys,3,1147.96
632,196,Puzzle,Toys,4,1631.44
633,197,Blender,Home & Kitchen,4,231.25
634,197,Whey Protein,Health,4,1369.06
635,197,Blender,Home & Kitchen,1,616.87
636,197,Puzzle,Toys,4,635.77
637,197,Plant Pot,Home & Kitchen,3,1691.0
638,198,Action Figure,Toys,1,1124.44
639,198,Smart Watch,Electronics,1,1045.77
640,198,Puzzle,Toys,4,1338.67
641,198,Desk Lamp,Office,3,546.98
642,198,Scarf,Clothing,1,272.17
643,199,Knife Set,Home & Kitchen,4,138.25
644,199,RC Car,Toys,3,662.2
645,199,Dark Chocolate,Food,4,1266.43
646,199,Resistance Band,Sports,2,461.58
647,200,Desk Lamp,Office,1,895.91
648,201,Power Bank,Electronics,1,75.94
649,202,Dark Chocolate,Food,4,1744.12
650,202,Sticky Notes,Office,4,640.46
